_ArtistIDpk,ARTIST_nameonlabel,Artist_Last_First,ArtistNameFirst,ArtistNameLast,Artist_yearofbirth,Artist_countryofbirth,Artist_country,Artist_gender,Artist_website,ARTIST_Bio
401,Neil Cummings,"Cummings, Neil",Neil,Cummings,,,,,,
1063,Imogen Cunningham,"Cunningham, Imogen",Imogen,Cunningham,1883-1976,USA,USA,,,
445,Raphael Cuomo/ Maria Iorio,Cuomo & Lorio,Maria,Lorio,,,,,,
444,Raphael Cuomo/ Maria Iorio,"Cuomo, Raphael",Raphael,Cuomo,,,,,,
1242,Lynne Curran,"Curran, Lynne",Lynne,Curran,,,,,,
1049,Edward Curtis,"Curtis, Edward",Edward,Curtis,1868-1952,USA,USA,,,
312,Layla Curtis,"Curtis, Layla",Layla,Curtis,,,,,,
42,Beatriz da Costa,"da Costa, Beatriz",Beatriz,da Costa,,,,,,
820,Walter Dahn,"Dahn, Walter",Walter,Dahn,,,,,,
545,Tom Dale,"Dale, Tom",Tom,Dale,,,,,,
1495,Hendrick Danckerts,"Danckerts, Hendrick",Hendrick,Danckerts,C. 1630-After 1679,,,,,
1381,Prodeepta Das,"Das, Prodeepta",Prodeepta,Das,,,,,,
393,Nancy Davenport,"Davenport, Nancy",Nancy,Davenport,,,,,,
1547,Jean Davey Winter,"Davey Winter, Jean",Jean,Davey Winter,,,,,,
180,Grenville Davey,"Davey, Grenville",Grenville,Davey,,,,,,
71,Catherine David,"David, Catherine",Catherine,David,,,,,http://www.chanceprojects.com,
1106,Ilda David,"David, Ilda",Ilda,David,1955,Portugal,Portugal,,,
267,John Davidsen,"Davidsen, John",John,Davidsen,,,,,,
1467,Alan Davie,"Davie, Alan",Alan,Davie,,,,,,
406,Nick Dawes,"Dawes, Nick",Nick,Dawes,,,,,,
498,Shezad Dawood,"Dawood, Shezad",Shezad,Dawood,,,,,,
1056,Frederick H. Day,"Day, Frederick H.",Frederick H.,Day,1864-1933,USA,USA,,,
1468,Sidney Day,"Day, Sidney",Sidney,Day,,,,,,
1050,Ernest de Caranza,"de Caranza, Ernest",Ernest,de Caranza,1850s,France,France,,,
521,Storm de Hirsch,"de Hirsch, Storm",Storm,de Hirsch,,,,,,
698,Jacqueline de Jong,"de Jong, Jacqueline",Jacqueline,de Jong,,,,,,
73,Cathy de Monchaux,"de Monchaux, Cathy",Cathy,de Monchaux,,,,,,
1383,Allan de Souza,"de Souza, Allan",Allan,de Souza,,,,,,
1274,Richard Deacon,"Deacon, Richard",Richard,Deacon,,,,,,
529,Tacita Dean,"Dean, Tacita",Tacita,Dean,,,,,,
185,Guy Debord,"Debord, Guy",Guy,Debord,,,France,,,
1045,Edgar Degas,"Degas, Edgar",Edgar,Degas,1834-1917,France,France,,,
1328,Sonia Delaunay,"Delaunay, Sonia",Sonia,Delaunay,1885,Ukraine,France,,,
340,Marcelline Delbecq,"Delbecq, Marcelline",Marcelline,Delbecq,,,,,,
754,Luc Deleu,"Deleu, Luc",Luc,Deleu,,,,,,
607,Deller and Holmquist,Deller & Holmquist,,Deller & Holmquist,,,,,,
253,Jeremy Deller,"Deller, Jeremy",Jeremy,Deller,1966,UK,UK,,,
475,Ron den Daas,"den Daas, Ron",Ron,den Daas,,,,,,
734,Robyn Denny,"Denny, Robyn",Robyn,Denny,,,,,,
1382,Poulomi Desai,"Desai, Poulomi",Poulomi,Desai,,,,,,
1069,Louise Deshong-Woodbridge,"Deshong-Woodbridge, Louise",Louise,Deshong-Woodbridge,1980's-1910's,USA,USA,,,
666,Dewar & Gicquel,"Dewar & Gicquel, ",,Dewar & Gicquel,,,,,,
495,Sarindar Dhaliwal,"Dhaliwal, Sarindar",Sarindar,Dhaliwal,,,,,,
422,Patrizio di Massimo,"di Massimo, Patrizio",Patrizio,di Massimo,,,,,,
525,Susan Diab,"Diab, Susan",Susan,Diab,,,,,,
822,Jessica Diamond,"Diamond, Jessica",Jessica,Diamond,,,,,,
748,Margarida Dias,"Dias, Margarida",Margarida,Dias ,,,Portugal,,,
1510,Jan Dibbets,"Dibbets, Jan",Jan,Dibbets,1941,Netherlands,Netherlands,,,
395,Naomi Dines,"Dines, Naomi",Naomi,Dines,,,,,,
1033,Andre A. E. Disderi,"Disderi, Andre",Andre,Disderi,1819-1889,France,France,,,
915,Eugenio Dittborn,"Dittborn, Eugenio",Eugenio,Dittborn,1943,Chile,Chile,,,
488,Sally Dixon,"Dixon, Sally",Sally,Dixon,,,,,,
1162,Hike Dodd,"Dodd, Hike",Hike,Dodd,,,,,,
573,Willie Doherty,"Doherty, Willie",Willie,Doherty,1959,,,,,
1163,Dolmetsch Musical Instruments,Dolmetsch Musical Instruments,,Dolmetsch Musical Instruments,,,,,,
866,Joseph Domènech,"Domènech, Joseph",Joseph,Domènech,,,"Spain, Catalan",,,
1347,Rita Donagh,"Donagh, Rita",Rita,Donagh,,,,,,
856,Milena Dopitova,"Dopitova, Milena",Milena,Dopitova,,,Czech Republic,,,
87,Christian Dorley-Brown,"Dorley-Brown, Christian",Christian,Dorley-Brown,,,,,,
1511,Rackstraw Downes,"Downes, Rackstraw",Rackstraw,Downes,,,,,,
618,Shaun Doyle and Mally Mallinson,Doyle & Mallinson,,Doyle & Mallinson,,,,,,
1573,Kristianne Drake,"Drake, Kristianne",Kristianne,Drake,,,UK,,https://kristiannedrake.wordpress.com/,
1143,David Drew,"Drew, David",David,Drew,,,,,,
819,Felix Droese,"Droese, Felix",Felix,Droese,,,,,,
163,Fred Drummond,"Drummond, Fred",Fred,Drummond,,,,,,
268,John du Cane,"du Cane, John",John,du Cane,,,,,,
403,Nhan Duc Nguyen,"Duc Nguyen, Nhan",Nhan,Duc Nguyen,,,,,,
809,Arturo Duclos,"Duclos, Arturo",Arturo,Duclos,,Chile,,,,
1127,Judith Duffey,"Duffey, Judith",Judith,Duffey,,,,,,
1173,Lili Dujourie,"Dujourie, Lili",Lili,Dujourie,,,,,,
381,Mike Dunford,"Dunford, Mike",Mike,Dunford,,,,,,
248,Jean Dupuy,"Dupuy, Jean",Jean,Dupuy,,,,,,
159,Francisca Duran,"Duran, Francisca",Francisca,Duran,1967,Chile,Canada,,,
91,Cia Durante,"Durante, Cia",Cia,Durante,,,,,,
1493,Albrecht Dürer,"Dürer, Albrecht",Albrecht,Dürer,1471-1528,,,,,
194,Harald Durstmüller,"Durstmüller, Harald",Harald,Durstmüller,,,,,,
664,DvsN,"DvsN, ",,DvsN,,,,,,
517,Steve Dwoskin,"Dwoskin, Steve",Steve,Dwoskin,,,,,,
1287,Edward Dwurnik,"Dwurnik, Edward",Edward,Dwurnik,,,Poland,,,
115,David Dye,"Dye, David",David,Dye,,,,,,
425,Paul Eachus,"Eachus, Paul",Paul,Eachus,,,,,,
1079,Thomas Eakins,"Eakins, Thomas",Thomas,Eakins,1844-1916,USA,USA,,,
365,Max Eastley,"Eastley, Max",Max,Eastley,1944,,UK,,,
358,Mary Beth Edelson,"Edelson, Mary Beth",Mary Beth,Edelson,,,,,,
1301,John Edwards,"Edwards, John",John,Edwards,,,,,,
202,Helena Eflerová,"Eflerová, Helena",Helena,Eflerová,,,,,,
1304,Evelyne Egerer,"Egerer, Evelyne",Evelyne,Egerer,1955,Austria,Austria,,,
943,Frank Egerton,"Egerton, Frank",Frank,Egerton,,,UK,,,
382,Mike Eilenfeldt,"Eilenfeldt, Mike",Mike,Eilenfeldt,,,,,,
908,Nicole Eisenman,"Eisenman, Nicole",Nicole,Eisenman,,,,,,
896,Dörte Eissfeldt,"Eissfeldt, Dörte",Dörte,Eissfeldt,,,,,,
219,Ida Ekblad,"Ekblad, Ida",Ida,Ekblad,,,,,,
482,Roza El-Hassan,"El-Hassan, Roza",Roza,El-Hassan,,,Hungary,,,
190,Hala Elkoussy,"Elkoussy, Hala",Hala,Elkoussy,,,,,,
1560,Graham Ellard and Stephen Johnstone,"Ellard & Johnstone, ",,Ellard & Johnstone,,,,,,
595,Graham Ellard,"Ellard, Graham",Graham,Ellard,,,,,,
944,Peter Ellis,"Ellis, Peter",Peter,Ellis,,,UK,,,
1269,Brian Elwell,"Elwell, Brian",Brian,Elwell,,,,,,
549,Tracey Emin,"Emin, Tracey",Tracey,Emin,,,,,,
1506,Gottfried Engelmann,"Engelmann, Gottfried",Gottfried,Engelmann,1788-1839,,,,,
694,Friedrich Engels,"Engels, Friedrich",Friedrich,Engels,,,,,,
1412,Rose English,"English, Rose",Rose,English,,,,,,
136,Egon Engmann,"Engmann, Egon",Egon,Engmann,,,,,,
800,Jacob Epstein,"Epstein, Jacob",Jacob,Epstein,1880-1959,USA,UK,,,
384,Miklos Erdely,"Erdely, Miklos",Miklos,Erdely,,,Hungary,,,
652,Tim Etchells,"Etchells, Tim",Tim,Etchells,,,,,,
674,Ozaki Etsuko,"Etsuko, Ozaki",Ozaki,Etsuko,,,,,,
1054,Frank Eugene,"Eugene, Frank",Frank,Eugene,1865-1936,USA,Germany,,,
865,Eulàlia,Eulàlia,,Eulàlia,,,"Spain, Catalan",,,
1144,Alan Evans,"Evans, Alan",Alan,Evans,,,,,,
1469,Bob Evans,"Evans, Bob",Bob,Evans,,,,,,
1553,Frederick H. Evans,"Evans, Frederick",Frederick H.,Evans,,,,,,
359,Mary Evans,"Evans, Mary",Mary,Evans,,,,,,
503,Simon Evans,"Evans, Simon",Simon,Evans,,,,,,
1215,Tom Evans,"Evans, Tom",Tom,Evans,,,,,,
966,Andy Fabo,"Fabo, Andy",Andy,Fabo,,,Canada,,,
126,Deej Fabyc,"Fabyc, Deej",Deej,Fabyc,,,,,,
178,Graham Fagen,"Fagen, Graham",Graham,Fagen,,,,,www.grahamfagen.com/,
275,Jonathan Faiers,"Faiers, Jonathan",Jonathan,Faiers,,,,,,
349,Mark Fairnington,"Fairnington, Mark",Mark,Fairnington,,,,,,
922,Faixó,Faixó,,Faixó,,,"Spain, Catalonia",,,
1257,Mary Farmer,"Farmer, Mary",Mary,Farmer,,,,,,
1548,Kaffe Fassett & Richard Womersley,Fassett & Womersley,,Fassett & Womersley,,,,,,
1028,Arnanda Faulkner,"Faulkner, Arnanda",Arnanda,Faulkner,1953,UK,UK,,,
923,Federico,Federico,,Federico,,,"Spain, Catalonia",,,
884,Ludmilla Fedorenko ,"Fedorenko, Ludmilla",Ludmilla,Fedorenko,,,Russian Federation,,,
66,Cao Fei,"Fei, Cao",Cao,Fei,1978,China,China,,,
1391,Paul Feiler,"Feiler, Paul",Paul,Feiler,,,,,,
823,Peter Fend,"Fend, Peter",Peter,Fend,,,,,,
1518,Ben Fernandez,"Fernandez, Ben",Ben,Fernandez,1936,USA,USA,,http://benedictjfernandez.com/,
743,Luisa Ferreira,"Ferreira, Luisa",Luisa,Ferreira,,,Portugal,,,
863,Benet Ferrer,"Ferrer, Benet",Benet,Ferrer,,,"Spain, Catalan",,,
1532,Rainer Fetting,"Fetting, Rainer",Rainer,Fetting,,,Germany,,,
1199,David Field,"Field, David",David,Field,,,,,,
685,Andrei Filippov,"Filippov, Andrei",Andrei,Filippov,,,,,,
494,Sarah Filmer,"Filmer, Sarah",Sarah,Filmer,,,,,,
10,Alec Finlay,"Finlay, Alec",Alec,Finlay,,,,,,
909,Karen Finley,"Finley, Karen",Karen,Finley,,,,,,
642,Ernst Fischer,"Fischer, Ernst",Ernst,Fischer,,,,,,
1306,Peter Fischli and David Weiss,Fischli & Weiss,,Fischli & Weiss,,,Switzerland,,,
892,Joel Fisher,"Fisher, Joel",Joel,Fisher,,,,,,
924,Fita,Fita,,Fita,,,"Spain, Catalonia",,,
41,Barry Flanagan,"Flanagan, Barry",Barry,Flanagan,,,,,,
792,John Flaxman,"Flaxman, John",John,Flaxman,1755-1826,UK,UK,,,
528,Sylvie Fleury,"Fleury, Sylvie",Sylvie,Fleury,,,,,,
1561,Flow Motion (Eddie George and Anna Piva),"Flow Motion, ",Flow,Flow Motion,,,,,,
232,James Floyd,"Floyd, James",James,Floyd,,,,,,
1200,Romas Foord,"Foord, Romas",Romas,Foord,,,,,,
1000,Richard Forbes,"Forbes, Richard",Richard,Forbes,,,,,,
1266,Adrian Ford,"Ford, Adrian",Adrian,Ford,,,,,,
726,Denzil Forrester,"Forrester, Denzil",Denzil,Forrester,,,,,,
657,Iain Forsyth & Jane Pollard,Forsyth & Pollard,,Forsyth & Pollard,,,,,,
504,Simon Foster-Ogg,"Foster-Ogg, Simon",Simon,Foster-Ogg,,,,,,
210,Hollis Frampton,"Frampton, Hollis",Hollis,Frampton,,,,,,
793,John Francis,"Francis, John",John,Francis,1780-1861 ,UK,UK,,,
1308,Heinz Frank,"Frank, Heinz",Heinz,Frank,1939,Austria,Austria,,,
1549,Susie Freeman,"Freeman, Susie",Susie,Freeman,,,,,,
1114,Sally Freshwater,"Freshwater, Sally",Sally,Freshwater,,,,,,
1053,Francis Frith,"Frith, Francis",Francis,Frith,1822-1891,UK,UK,,,
825,Katharina Fritsch,"Fritsch, Katharina",Katharina,Fritsch,,,,,,
893,Bernard Frize,"Frize, Bernard",Bernard,Frize,,,,,,
1341,Terry Frost,"Frost, Terry",Terry,Frost,,,,,,
290,Katherine Fry,"Fry, Katherine",Katherine,Fry,,,,,,
936,Katsuhiro Fujimura,"Fujimura, Katsuhiro",Katsuhiro,Fujimura,,,Japan,,,
1338,George Fullard,"Fullard, George",George,Fullard,,,,,,
945,Ron Fuller,"Fuller, Ron",Ron,Fuller,,,UK,,,
191,Hamish Fulton,"Fulton, Hamish",Hamish,Fulton,1946,,,,,
1533,Klaus Fussmann,"Fussmann, Klaus",Klaus,Fussmann,,,Germany,,,
371,Meschac Gaba,"Gaba, Meschac",Meschac,Gaba,,,,,,
1445,Norman Gaches,"Gaches, Norman",Norman,Gaches,,,,,,
104,Cyprien Gaillard,"Gaillard, Cyprien",Cyprien,Gaillard,,,,,,
34,Anya Gallaccio,"Gallaccio, Anya",Anya,Gallaccio,,,,,,
1213,David Gallant,"Gallant, David",David,Gallant,,,,,,
486,Ryan Gander,"Gander, Ryan",Ryan,Gander,,,,,,
1128,Lucinda Gane,"Gane, Lucinda",Lucinda,Gane,,,,,,
631,Pedro Garhel and Rosa Galindo,Garhel & Galindo,,Garhel & Galindo,,,,,,
1174,Gérard Garouste,"Garouste, Gérard",Gérard,Garouste,,,France,,,
775,Rose Garrard,"Garrard, Rose",Rose,Garrard,1946,UK ,,,,
512,Stefan Gec,"Gec, Stefan",Stefan,Gec,,,,,,
679,Ron Geesin,"Geesin, Ron",Ron,Geesin,,,,,,
682,Geissler & Sann,Geissler & Sann,,Geissler and Sann,,,,,,
1005,André Gelpke,"Gelpke, André",André,Gelpke,,,Germany,,,
827,General Idea,General Idea,,General Idea,,,,,,
558,Van Gennep,"Gennep, Van",Van,Gennep,,,,,,
6,Akasegawa Genpei,"Genpei, Akasegawa",Akasegawa,Genpei,,,,,,
620,Eddie George,"George, Eddie",Eddie,George,,,,,,
910,Ava Gerber,"Gerber, Ava",Ava,Gerber,,,,,,
1582,Poul Gernes,"Gernes, Poul",Poul,Gernes,,,,,,
1020,Jochen Gerz,"Gerz, Jochen",Jochen,Gerz,,,Germany,,,
1327,Alberto Giacometti,"Giacometti, Alberto",Alberto,Giacometti,1901-1966,Switzerland,France and Switzerland,,http://www.fondation-giacometti.fr/,
171,Gerald Giamportone,"Giamportone, Gerald",Gerald,Giamportone,,,,,,
1115,Brigitte Gibbon,"Gibbon, Brigitte",Brigitte,Gibbon,,,,,,
1116,John Gibbons,"Gibbons, John",John,Gibbons,,,UK,,,
144,Ella Gibbs,"Gibbs, Ella",Ella,Gibbs,,,,,,
794,John Gibson,"Gibson, John",John,Gibson,1790-1866,UK,Italy,,,
433,Peter Gidal,"Gidal, Peter",Peter,Gidal,,,,,,
7,Al Giese,"Giese, Al",Al,Giese,,,,,,
801,Eric Gill,"Gill, Eric",Eric,Gill,1882-1940,UK,UK,,,
635,Gauri Gill,"Gill, Gauri",Gauri,Gill,1970,,India,,,
296,Ken Gill,"Gill, Ken",Ken,Gill,,,,,,
318,Liam Gillick,"Gillick, Liam",Liam,Gillick,,,,,,
1222,Melanie Gilligan,"Gilligan, Melanie",Melanie,Gilligan,,,UK,,,
925,Jordi Gispert,Gispert,Jordi,Gispert,,,"Spain, Catalonia",,,
213,Hugo Glendinning,"Glendinning, Hugo",Hugo,Glendinning,,,,,,
1470,John Glover,"Glover, John",John,Glover,,,,,,
916,Judith Goddard,"Goddard, Judith",Judith,Goddard,,,UK,,,
1164,Mary Godfrey,"Godfrey, Mary",Mary,Godfrey,,,,,,
1430,Lucy Goffin,"Goffin, Lucy",Lucy,Goffin,,,,,,
539,Thomas Gokey,"Gokey, Thomas",Thomas,Gokey,,,,,,
681,Goldin + Senneby,"Goldin + Senneby, ",,Goldin + Senneby,,,,,,
782,Andy Goldsworthy,"Goldsworthy, Andy",Andy,Goldsworthy,1956,UK, ,,,
314,Leon Golub,"Golub, Leon",Leon,Golub,,,,,,
911,Dorothee Golz,"Golz, Dorothee",Dorothee,Golz,,,,,,
1437,Ricardo Gomez-Perez,"Gomez-Perez, Ricardo",Ricardo,Gomez-Perez,,,,,,
181,Guillermo Gomez,"Gomez, Guillermo",Guillermo,Gomez,,,,,,
442,Rachel Gomme,"Gomme, Rachel",Rachel,Gomme,,,,,,
1211,Juliet Goodden,"Goodden, Juliet",Juliet,Goodden,,,,,,
157,Frances Goodman,"Goodman, Frances",Frances,Goodman,,,,,,
777,Anthony Gormley,"Gormley, Anthony",Anthony,Gormley,1950,UK,,,,
854,John Goto,"Goto, John",John,Goto,1949,UK,UK,,,
519,Stewart Gough,"Gough, Stewart",Stewart,Gough,,,,,,
107,Dan Graham,"Graham, Dan",Dan,Graham,,,,,,
1440,Paul Graham,"Graham, Paul",Paul,Graham,,,,,,
1520,Duncan Grant,"Grant, Duncan",Duncan,Grant,,,,,,
855,Julian Grater,"Grater, Julian",Julian,Grater,,,,,,
697,Christopher Gray,"Gray, Christopher",Christopher,Gray,,,,,,
454,Richard Grayson,"Grayson, Richard",Richard,Grayson,,,,,,
1194,Roy Grayson,"Grayson, Roy",Roy,Grayson,,,,,,
1212,Sally Greaves Lord,"Greaves Lord, Sally",Sally,Greaves Lord,,,,,,
655,Krista Gregory,"Gregory, Krista",Krista,Gregory,,,,,,
116,David Griffiths,"Griffiths, David",David,Griffiths,,,,,,
374,Michael Grigsby,"Grigsby, Michael",Michael,Grigsby,1936,UK,UK,,,
1521,Anthony Gross,"Gross, Anthony",Anthony,Gross,,,,,,
897,Silke Grossmann,"Grossmann, Silke",Silke,Grossmann,,,,,,
732,Group Show (see info),Group Show (see info),,Group Show (see info),,,,,,
1003,Hetum Gruber,"Gruber, Hetum",Hetum,Gruber,,,Germany,,,
540,Thomas Grünfeld,Grünfeld Thomas,Thomas,Grunfeld,,,,,,
1512,Vaughan Grylls,"Grylls, Vaughan",Vaughan,Grylls,,,,,,
1574,Marina Grzinic and Aina Smid,Grzinic & Smid,,Grzinic & Smid,,,,,,
747,Carlos Guarita,"Guarita, Carlos",Carlos,Guarita ,,,Portugal,,,
523,Sunil Gupta,"Gupta, Sunil",Sunil,Gupta,,,,,,
885,Gennady Gushchin,"Gushchin, Gennady",Gennady,Gushchin,,,Russian Federation,,,
1129,Habitat,Habitat,,Habitat,,,,,,
912,Ilse Haider,"Haider, Ilse",Ilse,Haider,,,,,,
363,Matthew Hale,"Hale, Matthew",Matthew,Hale,1962,,,,,
656,Halford and Beard,"Halford and Beard, ",,Halford and Beard,,,,,,
117,David Hall,"Hall, David",David,Hall,,,,,,
1267,Maggi Hambling,"Hambling, Maggi",Maggi,Hambling,,,,,,
1305,Ian Hamilton Finlay,"Hamilton Finlay, Ian",Ian,Hamilton Finlay,1925,Bahamas,UK,,,
973,Richard Hamilton,"Hamilton, Richard",Richard,Hamilton,1922-2011,,UK,,,
472,Roger Hammond,"Hammond, Roger",Roger,Hammond,,,,,,
643,Richard Hancock,"Hancock, Richard",Richard,Hancock,,,,,,
709,Jonny Hannah,"Hannah, Jonny",Jonny,Hannah,,,,,,
166,Freya Hansell,"Hansell, Freya",Freya,Hansell,,,,,,
1085,Gwen Hardie,"Hardie, Gwen",Gwen,Hardie,,,UK,,,
759,Alexis Harding,"Harding, Alexis",Alexis,Harding,,,,,,
255,Jim Harold,"Harold, Jim",Jim,Harold,,,,,,
1097,Sarah Jane Harper,"Harper, Sarah",Sarah Jane,Harper,,,UK,,,
1260,Harrania Workshop,Harrania Workshop,,Harrania Workshop,,,,,,
243,Jane Harris,"Harris, Jane",Jane,Harris,,,,,,
580,Yolande Harris,"Harris, Yolande",Yolande,Harris,,,,,,
605,Paul Harrison,"Harrison, Paul",Paul,Harrison,,,,,,
95,Claudia Hart,"Hart, Claudia",Claudia,Hart,,,,,,
11,Alex Hartley,"Hartley, Alex",Alex,Hartley,,,,,,
1576,Jun Hasegawa,"Hasegawa, Jun",Jun,Hasegawa,,,,,,
1350,Ron Haselden,"Haselden, Ron",Ron,Haselden,1944,UK,UK,,,
388,Mona Hatoum,"Hatoum, Mona",Mona,Hatoum,,,,,,
1051,F. J. Haynes,"Haynes, F.J.",F,Haynes,1853-1921,USA,USA,,,
1098,Sylvia Hays,"Hays, Sylvia",Sylvia,Hays,,,UK,,,
946,Andy Hazell,"Hazell, Andy",Andy,Hazell,,,UK,,,
543,Tim Head,"Head, Tim",Tim,Head,1946,UK,UK,,,
947,Andrew Heaps,"Heaps, Andrew",Andrew,Heaps,,,UK,,,
638,Matt Hearn and Sarah Warden,Hearn & Warden,,Hearn & Warden,,,,,,
205,Henriette Heise,"Heise, Henriette",Henriette,Heise,,Copenhagen,Denmark,,,
76,Charles Heller,"Heller, Charles",Charles,Heller,,,,,,
520,Stewart Helm,"Helm, Stewart",Stewart,Helm,,,,,,
172,Gerard Hemsworth,"Hemsworth, Gerard",Gerard,Hemsworth,,,,,,
1146,Ewen Henderson,"Henderson, Ewen",Ewen,Henderson,,,,,,
1264,Nigel Henderson,"Henderson, Nigel",Nigel,Henderson,1917-1985,,UK,,,
262,Jochem Hendricks,"Hendricks, Jochem",Jochem,Hendricks,1959,Germany,Germany,,http://www.jochem-hendricks.de,
1550,Nicola Henley,"Henley, Nicola",Nicola,Henley,,,,,,
501,Silke Hennig,"Hennig, Silke",Silke,Hennig,,,,,,
611,Julie Henry and Giles Perry,Henry & Perry,,Henry & Perry,,,,,,
85,Chris Henschke,"Henschke, Chris",Chris,Henschke,1972,Australia,Australia,,,
1271,John Henshaw,"Henshaw, John",John,Henshaw,,,,,,
807,Barbara Hepworth,"Hepworth, Barbara",Barbara,Hepworth,1903-1975,UK,UK,,,
491,Samuel Herbert,"Herbert, Samuel",Samuel,Herbert,,,,,,
760,Katrine Herian,"Herian, Katrine",Katrine,Herian,,,,,,
1147,Samuel Herman,"Herman, Samuel",Samuel,Herman,,,,,,
1309,Georg Herold,"Herold, Georg",Georg,Herold,1947,Germany,Germany,,,
419,Patrick Heron,"Heron, Patrick",Patrick,Heron,,,,,,
1201,Ian Heseltine,"Heseltine, Ian",Ian,Heseltine,,,,,,
102,Cornellia Hesse-Honneger,"Hesse-Honneger, Cornellia",Cornellia,Hesse-Honneger,,,,,,
327,Lucy Heyward,"Heyward, Lucy",Lucy,Heyward,,,,,,
286,Justin Hibbs,"Hibbs, Justin",Justin,Hibbs,,,,,,
1044,David O. Hill and Robert Adamson,Hill & Adamson,,Hill & Adamson,1802-1870,UK,UK,,,1802-1870  1821-1848
1255,David Hill,"Hill, David",David,Hill,,,,,,
526,Susan Hiller,"Hiller, Susan",Susan,Hiller,1940,USA,,,www.susanhiller.org,
1066,John Hillers,"Hillers, John",John,Hillers,1843-1925,Germany,USA,,,
269,John Hilliard,"Hilliard, John",John,Hilliard,,,,,,
993,Ben Hillwood-Harris,"Hillwood-Harris, Ben",Ben,Hillwood-Harris,,,UK,,,
937,Nobuko Hiroi,"Hiroi, Nobuko",Nobuko,Hiroi,,,Japan,,,
671,Nakamura Hiroshi,"Hiroshi, Nakamura",Nakamura,Hiroshi,,,,,,
828,Damien Hirst,"Hirst, Damien",Damien,Hirst,,,,,,
1514,Ivon Hitchens,"Hitchens, Ivon",Ivon,Hitchens,,,,,,
710,Philip Hoare,"Hoare, Philip",Philip,Hoare,,,,,,
1256,Maureen Hodge,"Hodge, Maureen",Maureen,Hodge,,,,,,
1249,Howard Hodgkin,"Hodgkin, Howard",Howard,Hodgkin,,,,,,
435,Philippine Hoegen,"Hoegen, Philippine",Philippine,Hoegen,,,,,,
2,Abbie Hoffman,"Hoffman, Abbie",Abbie,Hoffman,,,,,,
568,William Hogarth,"Hogarth, William",William,Hogarth,,,,,,
711,Kevin Holdaway,"Holdaway, Kevin",Kevin,Holdaway,,,,,,
1223,Will Holder,"Holder, Will",Will,Holder,,,UK,,,
108,Dan Holdsworth,"Holdsworth, Dan",Dan,Holdsworth,,,,,,
1494,Wenceslaus Hollar,"Hollar, Wenceslaus",Wenceslaus,Hollar,1607-1677,,,,,
231,James A. Holliday,"Holliday, James A.",James A.,Holliday,,,,,,
608,Andrew Holligan,"Holligan, Andrew",Andrew,Holligan,,,,,,
684,Hollington & Kyprianou,"Hollington & Kyprianou, ",,Hollington & Kyprianou,,,,,,
601,Andrew Holmes,"Holmes, Andrew",Andrew,Holmes,,,,,,
1551,Cas Holmes,"Holmes, Cas",Cas,Holmes,,,,,,
1471,Nick Holmes,"Holmes, Nick",Nick,Holmes,,,,,,
394,Nancy Holt,"Holt, Nancy",Nancy,Holt,,,,,,
829,Jenny Holzer,"Holzer, Jenny",Jenny,Holzer,,,,,,
1130,Cas Homes,"Homes, Cas",Cas,Homes,,,,,,
81,Charlie Hooker,"Hooker, Charlie",Charlie,Hooker,,,,,,
233,James Hopkins,"Hopkins, James",James,Hopkins,,,,,,
784,Phill Hopkins,"Hopkins, Phill",Phill,Hopkins,1961,UK,,,,
140,Eliza Hopps,"Hopps, Eliza",Eliza,Hopps,,,,,,
169,Georgie Hopton,"Hopton, Georgie",Georgie,Hopton,,,,,,
1015,Rebecca Horn,"Horn, Rebecca",Rebecca,Horn,,,Germany,,,
751,Roni Horn,"Horn, Roni",Roni,Horn,,,,,,
1502,Thomas Hornor,"Hornor, Thomas",Thomas,Hornor,1785-1844,,,,,
1148,Jim Horrobin,"Horrobin, Jim",Jim,Horrobin,,,,,,
1344,Ned Hoskins,"Hoskins, Ned",Ned,Hoskins,,,,,,
198,Hedwig Houben,"Houben, Hedwig",Hedwig,Houben,,,,,,
1268,Shirazeh Houshiary,"Houshiary, Shirazeh",Shirazeh,Houshiary,,,,,,
948,Michael Howard,"Howard, Michael",Michael,Howard,,,UK,,,
429,Pearl Hsiung,"Hsiung, Pearl",Pearl,Hsiung,,,,,,
285,Julian Hughes Watts,"Hughes, Julian",Julian,Hughes,,,,,,
846,Stephen Hughes,"Hughes, Stephen",Stephen,Hughes,,,UK,,,
1513,John Huilliard,"Huilliard, John",John,Huilliard,,,,,,
1099,Bhajan Hujan,"Hujan, Bhajan",Bhajan,Hujan,,,UK,,,
1472,Howard Hull,"Hull, Howard",Howard,Hull,,,,,,
830,Gary Hume,"Hume, Gary",Gary,Hume,,,,,,
949,Tim Hunkin,"Hunkin, Tim",Tim,Hunkin,,,UK,,,
1310,Bryan Hunt,"Hunt, Bryan",Bryan,Hunt,1947,USA,USA,,,
1337,IBM UK,IBM UK,,IBM UK,,,,,,
1571,Information Fiction Publicite (IFP),"IFP, Information",,Information Fiction Publicite (IFP),,,,,,
676,Iguchi,"Iguchi, ",,Iguchi,,,,,,
1082,William Illingworth and George Bill,Illingworth & Bill,William,Illingworth & Bill,1880s,USA,USA,,,
500,Shona Illingworth,"Illingworth, Shona",Shona,Illingworth,,,,,,
1166,Brian Illsley,"Illsley, Brian",Brian,Illsley,,,,,,
