_ArtistIDpk,ARTIST_nameonlabel,Artist_Last_First,ArtistNameFirst,ArtistNameLast,Artist_yearofbirth,Artist_countryofbirth,Artist_country,Artist_gender,Artist_website,ARTIST_Bio
160,Francisco Infante,"Infante, Francisco",Francisco,Infante,,,,,,
509,Situationist International,"International, Situationist",Situationist,International,,,,,,
156,Foreign Investment,"Investment, Foreign",Foreign,Investment,,,,,,
224,Invisible Flock,"Invisible Flock, ",,Invisible Flock,,,,,,
1524,Bert Irvin,"Irvin, Bert",Bert,Irvin,,,,,,
622,Zoë Irvine,"Irvine, Zoë",Zoë,Irvine,,,,,,
483,Runa Islam,"Islam, Runa",Runa,Islam,,,,,,
368,Melanie Jackson,"Jackson, Melanie",Melanie,Jackson,,,,,,
1081,William H Jackson,"Jackson, William",William,Jackson,1843-1942,USA,USA,,,
46,Bill Jacobson,"Jacobson, Bill",Bill,Jacobson,,,,,,
589,Zuzanna Janin,"Janin, Zuzanna",Zuzanna,Janin,,,Poland,,,
128,Derek Jarman,"Jarman, Derek",Derek,Jarman,,,,,,
1297,Pawe_ Jarodzki (Luxus Group),"Jarodzki, Pawe_",Pawe_,Jarodzki,,,Poland,,,
1250,William Jefferies,"Jefferies, William",William,Jefferies,,,,,,
1233,Eric Jenkins,"Jenkins, Eric",Eric,Jenkins,,,,,,
1473,Chris Jennings,"Jennings, Chris",Chris,Jennings,,,,,,
179,Peter Louis Jensen,"Jensen, Peter Louis",Peter Louis,Jensen,,,,,,
776,Magdalena Jetelová,"Jetelová, Magdalena",Magdalena,Jetelová,1946,Czech Republic ,,,,
211,Hu Jieming,"Jieming, Hu",Hu,Jieming,1957,China,China,,,
370,Meng Jin,"Jin, Meng",Meng,Jin,1973,China,China,,,
299,Kimura Toshiro Jinjin,"Jinjin, Kimura Toshiro",Kimura Toshiro,Jinjin,,,,,,
1311,Alan Johnston,"Johnston, Alan",Alan,Johnston,1945,UK,UK,,,
1052,Frances B. Johnston,"Johnston, Frances B.",Frances,Johnston,1864-1952,USA,USA,,,
596,Stephen Johnstone,"Johnstone, Stephen",Stephen,Johnstone,,,,,,
258,Joan Jonas,"Jonas, Joan",Joan,Jonas,,,,,,
1118,Lucy Jones,"Jones, Lucy",Lucy,Jones,,,,,,
477,Ronald Jones,"Jones, Ronald",Ronald,Jones,,,,,,
1455,Wendy Jones,"Jones, Wendy",Wendy,Jones,,,,,,
585,Zebedee Jones,"Jones, Zebedee",Zebedee,Jones,,,,,,
36,Asger Jorn,"Jorn, Asger",Asger,Jorn,1914-1973,Denmark,Denmark,,,
998,Peter Joseph,"Joseph, Peter",Peter,Joseph,,,,,,
1229,Laura Joy,"Joy, Laura",Laura,Joy,,,UK,,www.laurajoy.co.uk,
1504,"Robert Havell, Jr.","Jr, Robert",Robert,Havel Jr.,Fl. 1820-1850,,,,,
225,Isaac Julien,"Julien, Isaac",Isaac,Julien,1960,"UK
",UK,,,
1563,Juneau Projects,Juneau Projects,,Juneau Projects,,,,,,Phil Duckworth and Ben Sadler
913,Birgit Jürgenssen,"Jürgenssen, Birgit",Birgit,Jürgenssen,,,Austria,,,
831,Ilya Kabakov,"Kabakov, Ilya",Ilya,Kabakov,,,,,,
227,Ivan Kafka,"Kafka, Ivan",Ivan,Kafka,,,Czech Republic,,,
320,Lisa Kahane,"Kahane, Lisa",Lisa,Kahane,,,,,,
203,Helmut Kandl,"Kandl, Helmut",Helmut,Kandl,,,,,,
1580,Alan Kane,"Kane, Alan",Alan,Kane,,,,,,
1275,Anish Kapoor,"Kapoor, Anish",Anish,Kapoor,,,,,,
53,Boenkyo kara no kokuji,"kara no kokuji, Boenkyo",Boenkyo,kara no kokuji,,,,,,
1384,Suresh Karadia,"Karadia, Suresh",Suresh,Karadia,,,,,,
350,Mark Karasick,"Karasick, Mark",Mark,Karasick,,,,,,
1474,Caroline Kardia,"Kardia, Caroline",Caroline,Kardia,,,,,,
1385,Mumtaz Karimjee,"Karimjee, Mumtaz",Mumtaz,Karimjee,,,,,,
1058,Gertrude Kasebier,"Kasebier, Gertrude",Gertrude,Kasebier,1852-1934,USA,USA,,,
761,On Kawara,"Kawara, On",On,Kawara,1932-2014,Japan,USA,,,
832,Ali Kayley,"Kayley, Ali",Ali,Kayley,,,,,,
650,Wladyslaw Kazmierczak,"Kazmierczak, Wladyslaw",Wladyslaw,Kazmierczak,,,,,,
670,Katano Kazunori,"Kazunori, Katano",Katano,Kazunori,,,,,,
544,Tina Keane,"Keane, Tina",Tina,Keane,1949,,,,,
465,Rita Keegan,"Keegan, Rita",Rita,Keegan,,,,,,
249,Jeff Keen,"Keen, Jeff",Jeff,Keen,,,,,,
1312,Steve Keister,"Keister, Steve",Steve,Keister,1949,USA,USA,,,
289,Karoly Keleman,"Keleman, Karoly",Karoly,Keleman,,,Hungary,,,
360,Mary Kelly,"Kelly, Mary",Mary,Kelly,,,,,,
644,Traci Kelly,"Kelly, Traci",Traci,Kelly,,,,,,
1386,Roshini Kempadoo,"Kempadoo, Roshini",Roshini,Kempadoo,,,,,,
1476,George Kennethson,"Kennethson, George",George,Kennethson,,,,,,
804,Eric Kennington,"Kennington, Eric",Eric,Kennington,1888-1960,UK,UK,,,
615,Kathy Kenny,"Kenny, Kathy",Kathy,Kenny,,,,,,
772,Michael Kenny,"Kenny, Michael",Michael,Kenny,1941,UK, ,,,
92,Claire Kerr,"Kerr, Claire",Claire,Kerr,,,,,,
379,Mick Kerr,"Kerr, Mick",Mick,Kerr,,,,,,
259,Joan Key,"Key, Joan",Joan,Key,1948,,,,,
1149,Ray Key,"Key, Ray",Ray,Key,,,,,,
217,Ian Kiaer,"Kiaer, Ian",Ian,Kiaer,,,,,,
415,Oliver Kilbourn,"Kilbourn, Oliver",Oliver,Kilbourn,,,,,,
301,KINGDOM,KINGDOM,,KINGDOM,,,UK,,http://discursivevisitors.tumblr.com/,
270,John Kippin,"Kippin, John",John,Kippin,,,,,,
1124,John Kirby,"Kirby, John",John,Kirby,,,,,,
1251,Valerie Kirk,"Kirk, Valerie",Valerie,Kirk,,,,,,
431,Per Kirkeby,"Kirkeby, Per",Per,Kirkeby,,,,,,
628,Wendy Kirkup,"Kirkup, Wendy",Wendy,Kirkup,,,,,,
455,Richard Kirwan,"Kirwan, Richard",Richard,Kirwan,,,,,,
1522,R.B. Kitaj,"Kitaj, R.B.",R.B.,Kitaj,,,,,,
497,Sharon Kivland,"Kivland, Sharon",Sharon,Kivland,,,,,,
413,Ohtsuji Kiyoji (Gutai Group),"Kiyoji, Ohtsuji",Ohtsuji,Kiyoji,,,,,,
1017,Jürgen Klauke,"Klauke, Jürgen",Jürgen,Klauke,,,Germany,,,
833,Yves Klein,"Klein, Yves",Yves,Klein,1928-1962,France,France,,,
513,Steffi Klenz,"Klenz , Steffi",Steffi,Klenz ,,,,,,
221,Immo Klink,"Klink, Immo",Immo,Klink,,,,,,
555,Ute Klophaus,"Klophaus, Ute",Ute,Klophaus,,,,,,
1288,Leszek Knaplewski,"Knaplewski, Leszek",Leszek,Knaplewski,,,Poland,,,
1235,Stefan Knapp,"Knapp, Stefan",Stefan,Knapp,,,,,,
1179,Karen Knorr,"Knorr, Karen",Karen,Knorr,,,,,,
712,Lin Knott,"Knott, Lin",Lin,Knott,,,,,,
930,Masakazu Kobayashi,"Kobayashi, Masakazu",Masakazu,Kobayashi,,,Japan,,,
929,Naomi Kobayashi,"Kobayashi, Naomi",Naomi,Kobayashi,,,Japan,,,
728,Komar and Melamid,"Komar and Melamid, ",,Komar and Melamid,,,,,,
1035,Anne Koniger,"Koniger, Anne",Anne,Koniger,1910s,Germany,USA,,,
332,Magdalena Kopp,"Kopp, Magdalena",Magdalena,Kopp,,,,,,
315,Leon Kossoff,"Kossoff, Leon",Leon,Kossoff,1926,,,,,
152,Eva Kotátková,"Kotátková, Eva",Eva,Kotátková,,,,,,
252,Jennifer Kotter,"Kotter, Jennifer",Jennifer,Kotter,,,,,,
1172,Josef Koudelka,"Koudelka, Josef",Josef,Koudelka,1938,Czech,France,,,
834,Jannis Kounellis,"Kounellis, Jannis",Jannis,Kounellis,,,,,,
835,Tania Kovats,"Kovats, Tania",Tania,Kovats,,,,,,
1313,Brigitte Kowanz,"Kowanz, Brigitte",Brigitte,Kowanz,1957,Austria,Austria,,,
847,Dimitris Kozaris,"Kozaris, Dimitris",Dimitris,Kozaris,,,Italy,,,
141,Elizabeth Koziman-Ledward,"Koziman-Ledward, Elizabeth",Elizabeth,Koziman-Ledward,,,,,,
256,Jiri Kratochvil,"Kratochvil, Jiri",Jiri,Kratochvil,,,,,,
303,Kitty Kraus,"Kraus, Kitty",Kitty,Kraus,,,,,,
304,Kurt Kren,"Kren, Kurt",Kurt,Kren,,,,,,
816,Brigitte Krenkers,"Krenkers, Brigitte",Brigitte,Krenkers,,,,,,
1534,Rainer Kriester,"Kriester, Rainer",Rainer,Kriester,,,Germany,,,
1252,Miranda Kudibalova,"Kudibalova, Miranda",Miranda,Kudibalova,,,,,,
588,Zofia Külik,"Külik, Zofia",Zofia,Külik,,,Poland,,,
886,Vladimir Kupreanov,"Kupreanov, Vladimir",Vladimir,Kupreanov,,,Russian Federation,,,
1577,Ryota Kuwakubo,"Kuwakubo, Ryota",Ryota,Kuwakubo,,,,,,
1207,Richard La Trobe Bateman,"La Trobe Bateman, Richard",Richard,La Trobe Bateman,,,,,,
62,Bruce Lacey,"Lacey, Bruce",Bruce,Lacey,,,,,,
1191,Denis Laget,"Laget, Denis",Denis,Laget,,,France,,,
436,Phillip Lai,"Lai, Phillip",Phillip,Lai,,,,,,
145,Emmanuelle Lainé,"Lainé, Emmanuelle",Emmanuelle,Lainé,,,,,,
762,Maria Lali_,"Lali_, Maria",Maria,Lali_,,,,,,
329,Luisa Lambri,"Lambri, Luisa",Luisa,Lambri,,,,,,
118,David Lamelas,"Lamelas, David",David,Lamelas,,,,,,
1525,Mark Lancaster,"Lancaster, Mark",Mark,Lancaster,,,,,,
848,Alex Landrum,"Landrum, Alex",Alex,Landrum,,,UK,,,
110,Darcy Lange,"Lange, Darcy",Darcy,Lange,,,,,,
950,Oliver Langham,"Langham, Oliver",Oliver,Langham,,,UK,,,
602,Langlands & Bell,Langlands & Bell,,Langlands & Bell,,,,,,
228,Ivy Langton,"Langton, Ivy",Ivy,Langton,,,,,,
1413,Jacqui Lansley,"Lansley, Jacqui",Jacqui,Lansley,,,,,,
1107,Alvara Lapa,"Lapa, Alvara",Alvara,Lapa,1939,Portugal,Portugal,,,
276,Jonathan Lasker,"Lasker, Jonathan",Jonathan,Lasker,,,,,,
271,John Latham,"Latham, John",John,Latham,1921–2006,Zambia,UK,,,
32,Antonio Lauer,"Lauer, Antonio",Antonio,Lauer,,,,,,(formerly known as Tomislav Gotovac)
548,Torsten Lauschmann,"Lauschmann, Torsten",Torsten,Lauschmann,1970,Germany,Germany,,,
974,Bertrand Lavier,"Lavier, Bertrand",Bertrand,Lavier,1949,,France,,,
244,Jane Lawson,"Lawson, Jane",Jane,Lawson,,,,,,
1001,Brian Lawtey,"Lawtey, Brian",Brian,Lawtey,,,,,,
1131,Sue Lawty,"Lawty, Sue",Sue,Lawty,,,,,,
1290,Edward _azikowski,"_azikowski, Edward",Edward,_azikowski,,,Poland,,,
1326,Le Corbusier,Le Corbusier,,Le Corbusier,1887-1965,France,France,,,
333,Malcolm le Grice,"le Grice, Malcolm",Malcolm,le Grice,,,,,,
821,Sol Le Witt,"Le Witt, Sol",Sol,Le Witt,,,,,,
999,Edwina Leapman,"Leapman, Edwina",Edwina,Leapman,,,,,,
975,Ange Leccia,"Leccia, Ange",Ange,Leccia,,,,,,
803,Gilbert Ledward,"Ledward, Gilbert",Gilbert,Ledward,1888-1960,UK,,,,
476,Rona Lee,"Lee, Rona",Rona,Lee,,,,,,
689,Henri Lefebvre,"Lefebvre, Henri",Henri,Lefebvre,,,,,,
383,Mike Leggett,"Leggett, Mike",Mike,Leggett,,,,,,
583,Yuri Leiderman,"Leiderman, Yuri",Yuri,Leiderman,,,,,,
1086,Patricia Leighton,"Leighton, Patricia",Patricia,Leighton,,,,,,
1008,Barbara & Michael Leisgen,"Leisgen, Barbara and Michael",Barbara and Michael,Leisgen,,,Germany,,,
288,Karl Lemieux,"Lemieux, Karl",Karl,Lemieux,,,Canada,,,
1059,Helmar Lerski,"Lerski, Helmar",Helmar,Lerski,1871-1957,France,Swiss,,,
1423,Les Levine,"Levine, Les",Les,Levine,,,,,,
603,Marysia Lewandowska,"Lewandowska, Marysia",Marysia,Lewandowska,,,,,,
351,Mark Lewis,"Lewis, Mark",Mark,Lewis,1958,Canada,"Canada, UK",,,
965,Micah Lexier,"Lexier, Micah",Micah,Lexier,,,Canada,,,
1289,Zbigniew Libera,"Libera, Zbigniew",Zbigniew,Libera,,,Poland,,,
976,Simon Linke,"Linke, Simon",Simon,Linke,,,,,,
1535,Elke Lixfeld,"Lixfeld, Elke",Elke,Lixfeld,,,Germany,,,
713,Peter Lloyd,"Lloyd, Peter",Peter,Lloyd,,,,,,
763,Thomas Locher,"Locher, Thomas",Thomas,Locher,,,,,,
849,Brad Lochore,"Lochore, Brad",Brad,Lochore,,,UK,,,
1585,Andrew Logan,"Logan, Andrew",Andrew,Logan,,,,,,
1180,Yve Lomax,"Lomax, Yve",Yve,Lomax,,,,,,
456,Richard Long,"Long, Richard",Richard,Long,,,,,,
1498,Thomas Longcroft,"Longcroft, Thomas",Thomas,Longcroft,Fl. 1786-1793,,,,,
741,Gérard Castello Lopes,"Lopes , Gérard Castello",Gérard Castello,Lopes ,,,Portugal,,,
557,Valeriano Lopez Dominguez,"Lopez Dominguez, Valeriano",Valeriano,Lopez Dominguez,,,,,,
1150,Andrew Lord,"Lord, Andrew",Andrew,Lord,,,,,,
1076,Pierre Loti,"Loti, Pierre",Pierre,Loti,1850-1923,France,France,,,
60,Brighid Lowe,"Lowe, Brighid",Brighid,Lowe,1965,,UK,,,
1151,Gillian Lowndes,"Lowndes, Gillian",Gillian,Lowndes,,,,,,
1314,Alvin Lucier,"Lucier, Alvin",Alvin,Lucier,1931,USA,USA,,,
1291,Hanna _uczak,"_uczak, Hanna",Hanna,_uczak,,,Poland,,,
836,Jeff Luke,"Luke, Jeff",Jeff,Luke,,,,,,
1038,Antoine Lumiere,"Lumiere, Antoine",Antoine,Lumiere,1870s,France,France,,,
1236,Jean Lurcat,"Lurcat, Jean",Jean,Lurcat,,,,,,
1315,Urs Lüthi,"Lüthi, Urs",Urs,Lüthi,1947,Switzerland,Germany,,,
1296,Luxus Group,"Luxus Group,  ", ,Luxus Group,,,Poland,,http://culture.pl/en/artist/luxus-group,
810,Jorge Macchi,"Macchi, Jorge",Jorge,Macchi,,Argentina,,,,
1478,Ian Macdonald,"Macdonald, Ian",Ian,Macdonald,,,,,,
1448,Sandy Mackilligin,"Mackilligin, Sandy",Sandy,Mackilligin,,,,,,
63,Bruce MacLean,"MacLean, Bruce",Bruce,Maclean,,,,,,
9,Alastair Maclennan,"Maclennan, Alastair",Alastair,Maclennan,1943,UK,,,,
485,Ruth Maclennan,"Maclennan, Ruth",Ruth,Maclennan,,,,,,
298,Kenny Macleod,"Macleod, Kenny",Kenny,Macleod,,,,,,
979,Tim Maguire,"Maguire, Tim",Tim,Maguire,1958,,UK,,http://tim-maguire.com,
1181,Mari Mahr,"Mahr, Mari",Mari,Mahr,,,,,,
1202,John Makepeace,"Makepeace, John",John,Makepeace,,,,,,
530,Taus Makhacheva,"Makhacheva, Taus",Taus,Makhacheva,,,,,,
632,Helena Maleno,"Maleno, Helena",Helena,Maleno,,,,,,
619,Mally Mallinson,"Mallinson, Mally",Mally,Mallinson,,,,,,
1167,Jim Malone,"Malone, Jim",Jim,Malone,,,,,,
951,John Maltby,"Maltby, John",John,Maltby,,,UK,,,
714,Sarah Mander,"Mander, Sarah",Sarah,Mander,,,,,,
39,Babette Mangolte,"Mangolte, Babette",Babette,Mangolte,,,,,,
164,Fred Mann,"Mann, Fred",Fred,Mann,,,,,,
952,Tony Mann,"Mann, Tony",Tony,Mann,,,UK,,,
1300,Matthias Mansen,"Mansen, Matthias",Matthias,Mansen,,Germany,France,,,
715,Jutta Manser,"Manser, Jutta",Jutta,Manser,,,,,,
1100,Andrew Mansfield,"Mansfield, Andrew",Andrew,Mansfield,,,UK,,,
466,Robert Mapplethorpe,"Mapplethorpe, Robert",Robert,Mapplethorpe,,,,,,
124,Debora Marcati,"Marcati, Debora",Debora,Marcati,,,,,,
356,Marta Marcé,"Marcé, Marta",Marta,Marcé,,,,,,
1523,Leonard Marchant,"Marchant, Leonard",Leonard,Marchant,,,,,,
532,Teresa Margolles,"Margolles, Teresa",Teresa,Margolles,,,,,,
1316,Helmut Mark,"Mark, Helmut",Helmut,Mark,1958,Austria,Austria,,,
953,Peter Markey,"Markey, Peter",Peter,Markey,,,UK,,,
719,Knut Maron,"Maron, Knut",Knut,Maron,,,,,,
1449,Bert Marsh,"Marsh, Bert",Bert,Marsh,,,,,,
735,Kenneth Martin,"Martin, Kenneth",Kenneth,Martin,,,,,,
1536,Marwan,Marwan,,Marwan,,,Germany,,,
693,Karl Marx,"Marx, Karl",Karl,Marx,,,,,,
669,Tezuka Masato,"Masato, Tezuka",Tezuka,Masato,,,,,,
1479,Denis Masi,"Masi, Denis",Denis,Masi,,,,,,
1074,Nevil Story-Maskelyne,"Maskelyne, Nevil",Nevil,Maskelyne,1811-1894,UK,UK,,,
77,Charles Mason,"Mason, Charles",Charles,Mason,,,,,,
361,Massal,"Massal, ",,Massal,,,,,,
1244,Fiona Mathison,"Mathison, Fiona",Fiona,Mathison,,,,,,
96,Claudia Matzko,"Matzko, Claudia",Claudia,Matzko,1956,,USA,,,
673,Alice Maude-Roxby,"Maude-Roxby, Alice",Alice,Maude-Roxby,,,,,,
321,Lisa May Post,"May Post, Lisa ",Lisa ,May Post,,,,,,
1329,Nicholas May,"May, Nicholas",Nicholas,May,,,,,,
479,Rosemary Mayer,"Mayer, Rosemary",Rosemary,Mayer,,,,,,
626,Julian Maynard,"Maynard, Julian",Julian,Maynard,,,,,,
165,Fred W. McDarrah,"Mc Darrah, Fred W.",Fred W.,Mc Darrah,,,,,,
31,Anthony McCall,"McCall, Anthony",Anthony,McCall,,,,,,
756,Allan McCollum,"McCollum, Allan",Allan,McCollum,,,,,,
1446,Ron McCormick,"McCormick, Ron",Ron,McCormick,,,,,,
468,Robert R. McElroy,"McElroy, Robert R.",Robert R.,McElroy,,,,,,
837,Adam Mcewen,"Mcewen, Adam",Adam,Mcewen,,,,,,
100,Conor McFeely,"McFeely, Conor",Conor,McFeely,,,,,www.mentalimage.org.uk/,
1216,Ian McKeever,"McKeever, Ian",Ian,McKeever,,,,,,
328,Lucy McKenzie,"McKenzie, Lucy",Lucy,McKenzie,,,,,,
334,Malcolm McLaren,"McLaren, Malcolm",Malcolm,McLaren,,,,,,
515,Stephen McLaren,"McLaren, Stephen",Stephen,McLaren,,,,,,
64,Bruce McLean,"McLean, Bruce",Bruce,McLean,,,,,,
123,Dean McNeil,"McNeil, Dean",Dean,McNeil,,,,,,
1153,Carol McNicoll,"McNicoll, Carol",Carol,McNicoll,,,,,,
767,Bernard Meadows,"Meadows, Bernard",Bernard,Meadows,1915,UK,,,,
1002,John Meadows,"Meadows, John",John,Meadows,,,,,,
119,David Medalla,"Medalla, David",David,Medalla,,,,,,
616,Andrea Medjesi-Jones,"Medjesi-Jones, Andrea",Andrea,Medjesi-Jones,,,,,,
150,Erricos Meiiones,"Meiiones, Erricos",Erricos,Meiiones,,,,,,
20,Ana Mendieta,"Mendieta, Ana",Ana,Mendieta,,,,,,
1387,Shaheen Merali,"Merali, Shaheen",Shaheen,Merali,,,,,,
182,Gustav Metzger,"Metzger, Gustav",Gustav,METZGER,1926,,,,,
779,George Meyrick,"Meyrick, George",George,Meyrick,1953,UK ,,,,
787,John Michael Rysbrack,"Michael Rysbrack, John",John,Michael Rysbrack,1694-1770,Belgium , London,,,
1168,Duane Michals,"Michals, Duane",Duane,Michals,,,,,,
28,Anne Michie,"Michie, Anne",Anne,Michie,,,,,,
1537,Helmut Middendorf,"Middendorf, Helmut",Helmut,Middendorf,,,Germany,,,
887,Boris Mikailov,"Mikailov, Boris",Boris,Mikailov,,,Russian Federation,,,
1022,John Miles,"Miles, John",John,Miles,,,UK,,,
254,Jeremy Millar,"Millar, Jeremy",Jeremy,Millar,1970,UK,UK,,http://www.jeremymillar.org/,
1119,Alain Miller,"Miller, Alain",Alain,Miller,,,,,,
997,Garry Fabian Miller,"Miller, Garry Fabian",Garry Fabian,Miller,1957,,UK,,http://garryfabianmiller.com,
1480,Gary G. Miller,"Miller, Gary",Gary,Miller,,,,,,
988,John Miller,"Miller, John",John,Miller,,,,,,
1431,Lesley Miller,"Miller, Lesley",Lesley,Miller,,,,,,
1343,David Mills,"Mills, David",David,Mills,,,,,,
954,Jon Mills,"Mills, Jon",Jon,Mills,,,UK,,,
1530,Richard Mills,"Mills, Richard",Richard,Mills,,,,,,
868,Antoni Miralda,"Miralda, Antoni",Antoni,Miralda,,,"Spain, Catalan",,,
871,Josefina Miralles,"Miralles, Josefina",Josefina,Miralles,,,"Spain, Catalan",,,
736,Neil Misrahi,"Misrahi, Neil",Neil,Misrahi,,,,,,
1484,Martin Mitchell,"Mitchell, Martin",Martin,Mitchell,,,,,,
935,Jun Mitsuhashi,"Mitsuhashi, Jun",Jun,Mitsuhashi,,,Japan,,,
12,Alex Mlynarcik,"Mlynarcik, Alex",Alex,Mlynarcik,,,Slovenia ,,,
955,Adrian Moakes,"Moakes, Adrian",Adrian,Moakes,,,UK,,,
1292,Jaros_aw Modzelewski,"Modzelewski, Jaros_aw",Jaros_aw,Modzelewski,,,Poland,,,
550,Tracey Moffatt,"Moffatt, Tracey",Tracey,Moffatt,,,,,,
1583,Kikuhata Mokuma,"Mokuma, Kikuhata",Kikuhata,Mokuma,,,,,,
279,Jorge Molder,"Molder, Jorge",Jorge,Molder,,,Portugal,,,
1087,Jennie Moncur,"Moncur, Jennie",Jennie,Moncur,,,,,,
218,Ian Monroe,"Monroe, Ian",Ian,Monroe,,,,,,
928,Torres Monsó,"Monsó, Torres",Torres,Monsó,,,"Spain, Catalonia",,,
737,Jeremy Moon,"Moon, Jeremy",Jeremy,Moon,,,,,,
1247,John Mooney,"Mooney, John",John,Mooney,,,,,,
806,Henry Moore,"Moore, Henry",Henry,Moore,1898-1986,UK,UK,,,
434,Peter Moore,"Moore, Peter",Peter,Moore,,,,,,
1108,Graça Morais,"Morais, Graça",Graça,Morais,1948,Portugal,Portugal,,,
1279,François Morellet,"Morellet, François",François,Morellet,,,France,,,
1272,Eleanor Moreton,"Moreton, Eleanor",Eleanor,Moreton,,,,,,
186,Guy Moreton,"Moreton, Guy",Guy,Moreton,,,,,,
1088,Morgan & Oates,Morgan & Oates,,Morgan & Oates,,,,,,
343,Mariko Mori,"Mori, Mariko",Mariko,Mori,,,,,,
335,Malcolm Morley,"Morley, Malcolm",Malcolm,Morley,,,,,,
13,Alex Morrison,"Morrison, Alex",Alex,Morrison,,,,,,
1083,William Mortensen ,"Mortensen, William",William,Mortensen,1897-1965,USA,USA,,,
982,Joanna Moss,"Moss, Joanna",Joanna,Moss,,,,,,
989,Joanna Moss,"Moss, Joanna",Joanna,Moss,,,,,,
1388,Mount Pleasant Photography Workshop,Mount Pleasant Photography Workshop,,Mount Pleasant Photography Workshop,,,,,,
88,Christian-Philipp Müller,"Müller, Christian-Philipp",Christian-Philipp,Müller,,,,,,
1040,Ben Mulock,"Mulock, Ben",Ben,Mulock,1860's,UK,UK,,,
1047,Eduard Munch,"Munch, Eduard",Eduard,Munch,1863-1944,Norway,Norway,,,
389,Morikawa Munenori,"Munenori, Morikawa",Morikawa,Munenori,,,,,,
633,Alex Munoz,"Munoz, Alex",Alex,Munoz,,,,,,
873,Antoni Muntadas,"Muntadas, Antoni",Antoni,Muntadas,,,"Spain, Catalan",,,
546,Tomoyasu Murata,"Murata, Tomoyasu",Tomoyasu,Murata,,,,,,
1175,John Murphy,"Murphy, John",John,Murphy,,,,,,
120,David Musgrave,"Musgrave, David",David,Musgrave,,,,,,
52,Bo Myers,"Myers, Bo",Bo,Myers,,,,,,
1057,Gaspar-F. Nadar,"Nadar, Gaspar",Gaspar,Nadar,,,,,,
627,Pat Naldi and Wendy Kirkup,Naldi & Kirkup,,Naldi & Kirkup,,,,,,
3,Adam Nankervis,"Nankervis, Adam",Adam,Nankervis,,,,,,
78,Charles Napier,"Napier, Charles",Charles,Napier,,,,,,
774,David Nash,"Nash, David",David,Nash,1945,UK,,,,
392,Nakanishi Natsuyuki,"Natsuyuki, Nakanishi",Nakanishi,Natsuyuki,,,,,,
65,Bruce Nauman,"Nauman, Bruce",Bruce,Nauman,,,,,,
1416,Paul Negau,"Negau, Paul",Paul,Negau,,,,,,
1042,Charles Negre,"Negre, Charles",Charles,Negre,1820-1880,France,France,,,
956,Frank Nelson,"Nelson, Frank",Frank,Nelson,,,UK,,,
1538,Max Neumann,"Neumann, Max",Max,Neumann,,,Germany,,,
1152,Stephen Newell,"Newell, Stephen",Stephen,Newell,,,,,,
1482,Gerald Newman,"Newman, Gerald",Gerald,Newman,,,,,,
1579,Hayley Newman,"Newman, Hayley",Hayley,Newman,,,,,,
957,Keith Newstead,"Newstead, Keith",Keith,Newstead,,,UK,,,
1089,John Newton,"Newton, John",John,Newton,,,,,,
27,Annabel Nicholson,"Nicholson, Annabel",Annabel,Nicholson,,,,,,
1450,Peter Niczewski,"Niczewski, Peter",Peter,Niczewski,,,,,,
926,Niebla,Niebla,,Niebla,,,"Spain, Catalonia",,,
467,Robert Nielsen,"Nielsen, Robert",Robert,Nielsen,,,,,,
858,Petr Nikl,"Nikl, Petr",Petr,Nikl,,,Czech Republic,,,
323,Louis Nixon,"Nixon, Louis",Louis,Nixon,,,,,,
426,Paul Noble,"Noble, Paul",Paul,Noble,,,,,,
325,Lucia Nogueira,"Nogueira, Lucia",Lucia,Nogueira,1950-1998,,,,,
870,Pere Noguera,"Noguera, Pere",Pere,Noguera,,,"Spain, Catalan",,,
841,Richard Nonas,"Nonas, Richard",Richard,Nonas,,USA,,,,
48,Bjørn Nørgaard,"Nørgaard, Bjørn",Bjørn,Nørgaard,,,,,,
667,Norman McLaren & Helen Biggar,Norman McLaren & Helen Biggar,,Norman McLaren & Helen Biggar,,,,,,
409,Nils Norman,"Norman, Nils",Nils,Norman,,,,,,
742,Paulo Nozolino,"Nozolino , Paulo",Paulo,Nozolino ,,,Portugal,,,
898,Dore O.,"O, Dore",Dore,O.,,,,,,
1543,Breon O'Casey,"O'Casey, Breon",Breon,O'Casey,,,,,,
1483,Terence O'Malley,"O'Malley, Terence",Terence,O'Malley,,,,,,
302,Kira O’Reilly,"O’Reilly, Kira",Kira,O’Reilly,,,,,,
1080,Timothy O'Sullivan,"O'Sullivan, Timothy",Timothy,O'Sullivan,c1840-1882,USA,USA,,,
44,Beltran Obregon,"Obregon, Beltran",Beltran,Obregon,,,,,,
990,Henry Obuabang,"Obuabang, Henry",Henry,Obuabang,,,,,,
214,Humphrey Ocean,"Ocean, Humphrey",Humphrey,Ocean,,,,,,
411,Office of Experiments (Autonomous Researcher Collection),Office of Experiments,,Office of Experiments (Autonomous Researcher Collection),,,,,,
1570,Ahmet Ö_üt,"Ö_üt, Ahmet",Ahmet,Ö_üt,,,,,,
412,OHO,OHO,,OHO,,,"Slovenia, Group active 1966-1971",,,
770,Claes Oldenburg,"Oldenburg, Claes",Claes,Oldenburg,1929,Sweden ,,,,
261,João Onofre,"Onofre, João",João,Onofre,,,,,,
980,Glen Onwin,"Onwin, Glen",Glen,Onwin,,,UK,,,
